No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
393	Controller Software  optimiert	Dank der Vorschläge der Zühlke Spezialisten kann der Hersteller von Stromversorgungen für Telekommunikationseinrichtungen auf Spezialwünsche der Kunden noch schneller reagieren.	Devices & Apparatus	Delta Energy Systems	Software Solutions	"Development;#_ Product innovation;#__ Project management"	"BizTalk;#Model-Based Design"		"Rhapsody;#C++; RUP"	23.03.2006	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_393_controller software optimiert.ppt	ols	pn_393_d_controller_software_web.pdf	3631A-05	Feer, Michael	02.09.2010 10:27	Item	services/bd/pn/Project Notes published
392	Schneller zu neuen Ausweisen für den Flughafenzutritt	Der Flughafen Zürich ersetzt das Zutrittskontrollsystem und optimiert dabei die Prozesse. Das Resultat der gemeinsam mit Zühlke erstellten Studie basiert auf kürzeren Durchlaufzeiten für Anträge dank optimierten Geschäftsprozessen.	Public Sector	Unique	"Software Solutions;#Management Consulting"	"Consulting;#__ Business Process Management;#_ Methodology;#__ Business Modelling;#__ Requirements Engineering;#Integration;#_ Business Process Management"		"Information Systems;#Information Management"		25.04.2007		mos	pn_392_d_flughafenzutrittskontrolle_web.pdf		Martin, Elisabeth	25.01.2011 16:24	Item	services/bd/pn/Project Notes published
391	Eine neue Generation von Brandmeldezentralen	Unterschiedliche Länderrichtlinien erfordern eine flexible Hardware Architektur für die Brandmeldezentrale FS20. Erfahrende Spezialisten beurteilen Produktvarianten, testen und realisieren die Baugruppen.	Devices & Apparatus	Siemens	Product Innovation	"Development;#_ Product innovation;#__ Product development"		Sensors/Signal Processing		07.02.2006	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F391_d_master.ppt	gal/fit	pn_391_d_brandmeldezentrale_web.pdf	1609A-05	Feer, Michael	02.09.2010 10:25	Item	services/bd/pn/Project Notes published
389	Problemanalyse: Qicktest statt Simulation	Zur Senkung der Produktionskosten von Stützpins erarbeitet Zühlke eine Analyse und Vorschläge. Dank der Erfahrung der Zühlke Spezialisten kann der Kunde das Ziel in kurzer Zeit erreichen und die Kosten deutlich senken.	Devices & Apparatus	Unaxis	Product Innovation	"Development;#_ Product innovation"			Problemanalyse, Fehlerbehebung	12.12.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F389_d_master.ppt	wgm/fit	pn_389_d_stuetzpins_web.pdf	2199A-05	Feer, Michael	02.09.2010 10:25	Item	services/bd/pn/Project Notes published
388	Technischer Review eines Relaxsessel	Um die hohen Anforderungen der Kunden an Qualität und Ergonomie zu erfüllen, soll ein elektrischer Relaxsessel optimiert werden. Zühlke überprüft in einem technischen Review die Funktionalität, Ergonomie und Langzeitstabilität.	Devices & Apparatus	De Sede	Product Innovation	"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Development;#_ Product innovation;#__ Simulation & Calculation"			Problemanalyse, Fehlerbehebung	24.10.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F388_d_master.ppt	wgm/fit	pn_388_d_relax_sessel_web.pdf	1661A-05	Feer, Michael	02.09.2010 10:25	Item	services/bd/pn/Project Notes published
387	Prüfstand für Drehzahlsensoren	Ein Prüfstand zum Test von Drehzahlsensoren wird erweitert und in eine Laserbeschriftungsanlage eingebaut. Die Wiederverwendung von Softwarekomponenten verkürzt die Entwicklungszeit erheblich.	Measuring, Steering & Control	Jaquet	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Test Engineering"	LabVIEW		"LabVIEW;#Test Engineering"	12.12.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F387_d_master.ppt	rva/fit	pn_387_d_drehzahlsensoren_web.pdf	1632A-05	Feer, Michael	02.09.2010 10:24	Item	services/bd/pn/Project Notes published
386	Tiefere Herstellungs­kosten für ein Hydraulikaggregat	Für eine wirtschaftliche Erhöhung der Produktion um einige tausend Einheiten müssen die Herstellungskosten um einen zweistelligen Prozentsatz gesenkt werden. Durch neue und innovative Lösungsansätze ist dies Zühlke gelungen.	Machinery & Plants	Bucher	Product Innovation	"Development;#_ Product innovation;#__ Production cost reduction"			ABC Analyse, Funktionskostenanalyse	23.12.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F386_d_master.ppt	jr/fit	pn_386_d_hydraulikaggregat_web.pdf	1643A-05	Feer, Michael	02.09.2010 10:23	Item	services/bd/pn/Project Notes published
385	Ausbildungsreihe Software Estimation	Ein stabiler Schätzungsprozess für Software Projekte ist die Voraussetzung für die erfolgreiche Erkennung, Bewertung und Abwehr von Projektrisiken. In der Schulung werden erfolgreich Maßnahmen zur Optimierung erarbeitet.	Others	Siemens	Software Solutions	"Consulting;#_ Team Training"				10.11.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F385_Ausbildungsreihe.ppt	rgr/sbs	pn_385_d_sw_est_web.pdf	6303A-05	Feer, Michael	02.09.2010 10:23	Item	services/bd/pn/Project Notes published
384	Entwicklung eines Milchaufschäumers für den Weltmarkt	"In kurzer Zeit und mit neuen Technologien entwickelt Zühlke ein neuartiges Elektrogerät zum Erwärmen und Aufschäumen von Milch. So kommt der ""Aeroccino"" termingerecht auf den Weltmarkt."	Devices & Apparatus	Nespresso	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes;#__ Test Engineering;#__ Project management"	Plastics Technology			10.10.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F384_Milchaufschäumer.ppt	fit/hau	pn_384_d_milchschaeumer_web.pdf	1586A-05	Feer, Michael	02.09.2010 10:22	Item	services/bd/pn/Project Notes published
383	Laserschneiden per Fingerdruck	Die neue Benutzeroberfläche der ByVention Laserschneidanlage ist für jeden Benutzer auf einfachste Weise zu bedienen. Zühlke entwickelt die Software für das User Interface und berfücksichtigt besonders Usability-Kriterien.	Machinery & Plants	Bystronic	Software Solutions	"Consulting;#_ Methodology;#__ Usability;#Development;#_ Software solutions;#__ Bespoke Solutions"	.NET		"C#;#CruiseControl;#MS .NET Framework;#Windows;#Visual Source Safe; nUnit;nAnt;nDoc"	30.10.2006	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F383_Laserschneiden per Fingerdruck.ppt	tob/hop/jab	pn_383_d_Laserschneidanlage_web.pdf	3610	Feer, Michael	02.09.2010 10:22	Item	services/bd/pn/Project Notes published
382	Prozessdokumentation mit Methode	Ein Unternehmen im Energiebereich möchte seine Geschäftsprozesse verbessern. Zühlke bietet dem Team des Kunden einen Know-how-Transfer während der Projektarbeit, die später ohne externe Hilfe auskommt. 	Energy & Water	Axpo	"Software Solutions;#Management Consulting"	"Consulting;#__ Business Process Management;#_ Methodology;#__ Business Modelling;#Integration;#_ Business Process Management"		"Information Systems;#Information Management"		24.04.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_382_d_master.ppt	mos	pn_382_d_prozessdokumentation_web.pdf	3568A-06	Feer, Michael	02.09.2010 10:22	Item	services/bd/pn/Project Notes published
381	F&E-Zeit halbiert, Output verdreifacht	"Bei konstanten Investitionen hat es der Kunde geschafft, die ""Time-to-market"" zu halbieren und deutlich mehr neue Produkte auf den Markt zu bringen. Dahinter stehen die Reorganisation und Fokussierung der F&E-Funktionen."	Medical & Laboratory Devices	Phonak	"Product Innovation;#Management Consulting"	"Consulting;#__ Organisation development;#_ Methodology;#__ Product Development Process"		Innovation Management	Produktplattform, Strategie, OE	10.10.2005		cd	pn_381_d_forschung_reorganisation_web.pdf	2181A-06	Martin, Elisabeth	31.01.2011 13:25	Item	services/bd/pn/Project Notes published
380	Testsystem für CORBA Services	Durch Produktionssimulationen können Performance Probleme bei neuen Komponenten früh gelöst werden. Zühlke entwickelt zusammen mit dem Kunden einen flexiblen Service Tester, der auch in anderen Projekten nutzbar ist.	Banking & Financial services	CS	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	J2EE		"BEAWebLogic;#CORBA;#J2EE;#EJB"	29.11.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F380_Testsystem für CORBA Services.ppt	wid/sst	pn_380_d_service_tester_web.pdf	3314B-05	Feer, Michael	02.09.2010 10:20	Item	services/bd/pn/Project Notes published
379	Prozessorientierte Software Evaluation	Die neue Ziel-Architektur für die IT-Landschaft unterstützt die Abläufe optimal und kann an Marktveränderungen angepasst werden. Zühlke Spezialisten definieren sie nach einer sorgfältigen Analyse der Abläufe im Unternehmen.	Machinery & Plants	Hunkeler	"Software Solutions;#Management Consulting"	"Consulting;#__ IT Strategy & Enterprise Architecture;#Integration;#_ IT Strategy & Enterprise Architecture;#_ Business Process Management"		"Enterprise Resource Planning;#Information Management"	"Windows;#CRM-System; PDM/PLM-System; Prozessmanagement"	04.10.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F379_Hunkeler_SWEvaluation.ppt	rpm	pn_379_d_swevaluation_web.pdf	2205A-05	Martin, Elisabeth	17.01.2011 15:47	Item	services/bd/pn/Project Notes published
376	Produktausfall: Ursachen- und Lösungsanalyse	Die methodische, softwareunterstützte Vorgehensweise ermöglicht eine schnelle Analyse der potentiellen Schadensursachen für einen Produktausfall. Das Produkt kann mit Hilfe der Lösungsvorschläge rasch verbessert werden.	Devices & Apparatus	neutral	Product Innovation	"Consulting;#_ Methodology;#__ Innovation technology;#__ Quality assurance"			Review, Wirkungsnetzanalyse, Goldfire	12.08.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F376_Produktausfall.ppt	edt	pn_376_d_produktausfall_web.pdf	1624A-05	Feer, Michael	02.09.2010 10:18	Item	services/bd/pn/Project Notes published
375	Mobile Lösungen für Servicetechniker	Der Servicetechniker kann seine Messgeräte schnell und einfach mit Pocket PCs parametrieren. Der PocketPC löst das bisherige Programmiergerät ab. Die Kommunikation zum Rundsteuerempfänger erfolgt mit Bluetooth.	Energy & Water	Enermet	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Windows CE	Mobile Computing	"C++;#Mobile Lösungen, Windows CE, Bluetooth"	30.08.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F375_Mobile Lösung für Servicetechniker.ppt	hop	pn_375_d_mobile_messgeraete_web.pdf	3571A-05	Feer, Michael	02.09.2010 10:18	Item	services/bd/pn/Project Notes published
372	Optisches System überwacht Wickelvorgang	Nähmaschinen wickeln vor dem Nähen den Unterfaden auf Spulen. Ein Sensor soll den Vorgang bei voller Spule stoppen. Zühlke entwickelt und simuliert ein optisches System – der Auftraggeber kann schnell ein Funktionsmuster bauen.	Devices & Apparatus	Bernina	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Simulation & Calculation"	Optics	Sensors/Signal Processing	"Solid Works;#FRED; Spritzguss"	08.04.2009		bst/fit	pn_372_d_naehmaschine_sensor_web.pdf	1574B-05	Feer, Michael	02.09.2010 10:18	Item	services/bd/pn/Project Notes published
371	Optischer Sensor überwacht Faden bei Nähmaschinen	Der Hersteller hochwertiger Nähmaschi­nen möchte den Bedienkomfort verbessern. Zühlke entwickelt mit Simulationen ein innovatives Verfahren zum Aufspüren von Fadenrissen und zum Messen der Restfaden­menge. 	Devices & Apparatus	Bernina	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Simulation & Calculation"	Optics	Sensors/Signal Processing	"Solid Works;#FRED; Spritzguss"	08.04.2009		bst/fit	pn_371_d_naehmaschine_fadenwaechter_web.pdf	1547A-05	Feer, Michael	02.09.2010 10:18	Item	services/bd/pn/Project Notes published
370	Modellgetriebene Anforderungsspezifikation	Neue Kundenanforderungen und technische Möglichkeiten lassen neue Standards entstehen. Zühlke koordiniert die Entwicklung einer integrierten Architektur für Voicemail und andere Messaging-Dienste.	Telecommunications	Vodafone	Software Solutions	"Consulting;#_ Methodology;#__ Design Methods"			"UML;#VBA; OLE"	13.06.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F370_Modellgetriebene Anforderungsspezifikation.ppt	as	pn_370_d_anforderungsspezifikation_web.pdf	5032.23	Feer, Michael	02.09.2010 10:17	Item	services/bd/pn/Project Notes published
369	Produktentwicklung mit optimierten Prozessen	"So komplex und länderspezifisch wie neue Ticketsysteme sind auch die Prozesse für deren Entwicklung. Für Ascom heisst die Lösung: gezielte Schulungen sowie verbesserter Austausch über alle Standorte.	Devices & Apparatus	Ascom	"Product Innovation;#Management Consulting"	"Consulting;#__ Business Process Management;#_ Methodology;#__ Product Development Process"		Innovation Management	Risk Management Change Management	29.08.2005		rpm	pn_369_d_fahrscheinsystem_entwicklung_web.pdf	2197A-06	Martin, Elisabeth	25.01.2011 16:30	Item	services/bd/pn/Project Notes published
368	Design-Heizkörper mit neuem  Herstellungs-Prozess	Stilvolle Harmonie von Design, Funktion und Technik: Die „Schnapp“-Montagetechnik ermöglicht beliebige Dimensionen, ist dabei jedoch kostengünstig. Zühlke entwickelt das Montageverfahren in kurzer Zeit.	Devices & Apparatus	Zehnder	Product Innovation	"Development;#_ Product innovation;#__ Product development"	Plastics Technology			31.10.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F368_Design-Heizkörper.ppt	apa	pn_368_d_faral_web.pdf	7088A-05	Feer, Michael	02.09.2010 10:16	Item	services/bd/pn/Project Notes published
367	Kalibrationssystem für Neigungssensoren	Für die Produktion von Neigungssensoren entwickelt und programmiert Zühlke ein Kalibrationssystem. Herausforderungen sind die präzise einzustellenden Neigungswinkel und der große Temperaturbereich von 100° C.	Measuring, Steering & Control	Vectronix	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering"	LabVIEW		LabVIEW	02.03.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F367_master_d.ppt	av/fit	pn_367_d_kalibrationssystem_web.pdf	1451A-06	Feer, Michael	02.09.2010 10:11	Item	services/bd/pn/Project Notes published
366	Endtestsystem für neue Brustpumpe	"Mit ""Swing"" kommt eine neue Generation von Brustpumpen auf den Markt. Für den Hersteller entwickelt Zühlke nach GMP-Richtlinien ein einfach zu bedienendes Endtestsystem für die Produktion."	Medical & Laboratory Devices	Medela	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering;#__ Project management"	LabVIEW		LabVIEW	19.09.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F366_Endtestsystem für neue Brustpumpe.ppt	fgt/fit	pn_366_d_brustpumpe_endtestsystem_web.pdf	1630A-05	Feer, Michael	02.09.2010 10:10	Item	services/bd/pn/Project Notes published
365	Kunststofflaminat-Tuben: Produktion optimiert	Das komplette Reengineering einer Anlage zur Tubenproduktion senkt die Herstellungskosten: kurze Umrüstzeiten für Formatwechsel ohne Werkzeuge, einfache Bedienung und weniger Platzbedarf sind die Resultate des Redesigns.	Machinery & Plants	PAckSys Global	Product Innovation	"Development;#_ Product innovation;#__ Building Prototypes;#__ Test Engineering;#__ Production cost reduction"			ANSYS	23.09.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F365_PSG_Kunststofflaminat-Tuben.ppt	edt	pn_365_d_kunststofflaminattuben_web.pdf	1542A-06	Feer, Michael	02.09.2010 10:10	Item	services/bd/pn/Project Notes published
364	Kostenreduktion durch Software Plattform	Zusammen mit dem Kunden entwickelt Zühlke auf einer neuen Hardware Plattform für Nähmaschinen der neuen Produktfamilie die Software. Dabei steht die Wiederverwendung für künftige Modelle bereits im Vordergrund.	Devices & Apparatus	Bernina	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	Model-Based Design		"Rhapsody;#C++; ThreadX; Python; Quast"	15.06.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F364_Kostenreduktion durch.ppt	afr/dav	pn_364_d_naehmaschinen_usm_web.pdf	3396B-06-0505	Feer, Michael	02.09.2010 10:10	Item	services/bd/pn/Project Notes published
363	Investition in die Zukunft: portabler Nähkernel	Das Kern-Know-how des Herstellers wird in Komponenten umgesetzt und kann damit flexibel auch in neuen Modellen eingesetzt werden. Während des Projektes werden Ergebnisse in das neueste Nähmaschinenmodell integriert. 	Devices & Apparatus	Bernina	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	"Model-Based Design;#Microprocessors"		"Rhapsody;#C++; ThreadX; Python; Quast"	15.06.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F363_Investition in die Zukunft.ppt	afr/dav	pn_363_d_naehkernel_usp_web.pdf	3396A-06-0505	Feer, Michael	02.09.2010 10:09	Item	services/bd/pn/Project Notes published
362	Software zur Beschriftung von Stellantrieben	Stellantriebe in kleinen Seriengrössen sollen mit Auftrags- und Produktionsdaten individuell beschriftet werden. Die LabVIEW-Software ermöglicht einfache Wartung und selbstständiges Erweitern.	Devices & Apparatus	Belimo	Product Innovation	"Development;#_ Software solutions;#__ Bespoke Solutions"	LabVIEW		"LabVIEW;#ActiveX, Codesoft"	23.09.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2F362_Software zur Beschriftung von Stellantrieben.ppt	ras/fit	pn_362_d_labeling_web.pdf	1593B-05	Feer, Michael	02.09.2010 10:09	Item	services/bd/pn/Project Notes published
361	Drucksystem für Kleinserie Produktion	Kleine Seriengrößen sollen mit Auftrags- und Produktionsdaten individuell beschriftet werden. Ein intelligentes Konzept und ein verschleiß-fester Bau des Drucksystems ermöglichen schnelle Umrüstung und geringe Folgekosten.	Devices & Apparatus	Belimo	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering"			Solid Works	27.04.2005		edt	pn_361_d_print_collection_web.pdf	1593A-05	Feer, Michael	02.09.2010 10:09	Item	services/bd/pn/Project Notes published
360	Medizinalprodukt optimiert in Kunststoff-Integralbauweise	Durch die Integration von Funktionen und Komponenten wird bei der neuen Produktgeneration eine höhere Funktionalität bei geringeren Herstellkosten erreicht. Zühlke liefert alles vom Konzept bis zur geprüften Kleinstserie.	Medical & Laboratory Devices	neutral	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Production cost reduction"	Plastics Technology		"Konzeptstudie; FEM Analyse"	11.07.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_360_d_master.ppt	edt	pn_360_d_medizinalteil_kunststoff_web.pdf	1579A-06	Feer, Michael	02.09.2010 10:08	Item	services/bd/pn/Project Notes published
359	Bluetooth Verbindung zwischen PDA und RFID Handlesegerät	Handlesegerät und Anzeigeeinheit sollen ohne Kabel miteinander kommunizieren. Zühlke entwickelt die auf Bluetooth basierende Technologie dazu. Die Lösung ist zuverlässig, schneller und das Gerät erheblich ergonomischer.	Devices & Apparatus	Bibliotheca	Product Innovation	"Development;#_ Software solutions;#__ Bespoke Solutions"		Embedded Systems	Bluetooth	25.05.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_359_d_master.ppt	doj/fit	pn_359_d_bluetooth_pda_rfid_web.pdf	1512A	Feer, Michael	02.09.2010 10:08	Item	services/bd/pn/Project Notes published
358	Flexible Web-Applikation für mobile Chatter	Zühlke entwickelt eine neue Web-Applikation, die den IRC-Chat nun auch vom Handy aus ermöglicht. Mit der gewählten Open-Source Software sind Chat-räume und Verrechnungen flexibel und neue Mitarbeiter schnell eingearbeitet.	Telecommunications	Bluewin	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"		Mobile Computing	"XML;#Anbindung Vodafone Life (Chat Plattform); Sun Solaris; Java-Servlets"	15.06.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_358_d_master.ppt	zeh/pa	pn_358_d_chat_platform_web.pdf	3564A-05	Feer, Michael	02.09.2010 10:08	Item	services/bd/pn/Project Notes published
356	Automatische Verifikation von Medical Devices	Die automatische Verifikation von Medizingeräten erlaubt eine höhere Testtiefe und reduziert das Risiko, fehlerhafte Produkte zu lancieren. Zühlke entwickelt ein Testframework, das sich für viele Einsatzzwecke eignet.	Medical & Laboratory Devices	neutral	Software Solutions	"Development;#_ Product innovation;#__ Test Engineering"			Business Case, Konzept, Architektur	06.02.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_356_d_master.ppt	wid	pn_356_d_verifikation_medizin_web.pdf	3566-06	Feer, Michael	02.09.2010 10:07	Item	services/bd/pn/Project Notes published
355	Smoketest: einschalten - und schauen, ob es qualmt	Mit der von Zühlke entwickelten Lösung werden Softwaretests nachts automatisch durchgeführt. Die Entwickler können sich auf andere Arbeiten konzentrieren und müssen nur noch die besten Release Varianten testen.	Banking & Financial services	CS	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"			Smoketest, Testing, WebTest	14.04.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_355_master_d.ppt	wid	pn_355_d_smoketest_web.pdf	3587-05	Feer, Michael	02.09.2010 10:06	Item	services/bd/pn/Project Notes published
354	Prozess Optimierung im Requirements Engineering	Dank guter Ausbildung in Requirements Engineering und Prozess-Optimierung können die Projektmanager Projekte schnell und strukturiert zum Erfolg führen. Dadurch punktet der Kunde beim CMM Level 3 Assessment.	Machinery & Plants	Siemens	Software Solutions	"Consulting;#_ Methodology;#__ Requirements Engineering;#__ Project management;#Integration"			CMM Level 3, RequisitePro	16.11.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_354_d_master.ppt	jha/pa	pn_354_d_requirements_engineering_web.pdf	3501A-06	Feer, Michael	02.09.2010 10:06	Item	services/bd/pn/Project Notes published
348	Steuerungs-Analyse bei Straßenbaumaschinen	Durch systematisches Vorgehen findet Zühlke heraus, warum bei einem neuen Produkt Garantiearbeiten verlangt werden. Der Kunde kann seine daraufhin verbesserten Walzen wieder erfolgreich verkaufen.	Machinery & Plants	Ammann	Product Innovation	"Consulting;#_ Methodology;#__ Quality assurance"			FMEA	22.04.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_348_d_master.ppt	hau/htm	pn_348_d_strassenbaumaschine_web.pdf	1547-06	Feer, Michael	02.09.2010 10:05	Item	services/bd/pn/Project Notes published
347	Lizenzierung von Stickdesigns durch Kryptographie	Die Verschlüsselung von Daten ermöglicht es, Stickdesigns zu schützen und Lizenzrechte zu verkaufen. Zühlke entwickelt zusammen mit dem Kunden das Datenformat und das Verschlüsselungsprotokoll für diese Aufgabe.	Devices & Apparatus	Bernina	Software Solutions	"Development;#_ Software solutions;#__ Development support"	"Real-Time and Embedded Software;#Windows CE"	Embedded Systems	"C++;#RUP;#Windows;#XML;#Visual Source Safe; ThreadX; Crypto++"	14.11.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_347_d_master.ppt	afr/fan	pn_347_d_lizenzierung_stickdesign_web.pdf	3552A-06	Feer, Michael	02.09.2010 10:04	Item	services/bd/pn/Project Notes published
345	Neuartige Filtrationsanlage mit Einweg-Beutel	Mit dem innovativen und robusten System können die Labormitarbeitenden Zeit sparen. Die von Zühlke entwickelte Filtrationsanlage ist einfach zu bedienen und ermöglicht einen höheren Durchsatz bei der Proteinproduktion.	Pharma & Biotech	Novartis	Product Innovation	"Development;#_ Product innovation;#__ Product development"			Laborautomation	01.10.2005	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_345_d_master.ppt	mro	pn_345_d_filtrationsanlage_web.pdf	7100A-06	Feer, Michael	02.09.2010 10:04	Item	services/bd/pn/Project Notes published
344	Sensor zur Stoffverfolgung in Nähmaschinen	Für gleichmäßige Nahtstiche wird die Nähgeschwindigkeit mit der Transportgeschwindigkeit des Stoffes synchronisiert. Zühlke entwickelt in kurzer Zeit einen speziellen Sensor, der in den Nähfuß eingebaut wird.	Devices & Apparatus	Bernina	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes;#__ Simulation & Calculation"	"Plastics Technology;#Optics"	Sensors/Signal Processing	"ZEMAX; FRED"	05.01.2005		wz	pn_344_d_tissue_track_web.pdf	1503A-06	Martin, Elisabeth	17.01.2011 15:43	Item	services/bd/pn/Project Notes published
340	FEM Simulation eines thermisch beanspruchten Bauteils	Zühlke prüft CAD Modelle von Konstruktionsvarianten mit einem FEM-Simulationstool auf das Verhalten bei hohen und ihre Festigkeit bei verschiedenen Temperaturen. Der Kunde benötigt dafür keine eigene Infrastruktur.	Devices & Apparatus	Kuhn Rikon	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"			ANSYS	16.08.2005		ako/fit	pn_340_d_fem_simulation_topf_web.pdf	1562A-06	Feer, Michael	02.09.2010 10:03	Item	services/bd/pn/Project Notes published
338	Mobile Finder mit Smartphone	"Der ""Mobile Finder"" ermöglicht die GPS-basierte Fahrzeugortung mit einem Smartphone. Die Berücksichtigung des Feedbacks von Pilotkunden zusammen mit den Usability-Grundsätzen garantieren höchste Benutzerfreundlichkeit."	Telecommunications	Grundig	Software Solutions	"Consulting;#_ Methodology;#__ Usability;#Development;#_ Software solutions;#__ Project management"	Wireless	Mobile Computing	"RUP;#Treo 600; Palm OS"	31.01.2005		hop	pn_338_d_mobile_finder_web.pdf	3536.01	Feer, Michael	02.09.2010 10:03	Item	services/bd/pn/Project Notes published
337	Web-Anwendung für die Vergabe von ep2 IDs	Neue technische Standards für elektronisches Zahlen erfordern die Aufstellung entsprechender Terminals. Zühlke entwickelt die für die Vergabe von eindeutigen Identifikationsbezeichnungen notwendige Web-Anwendung. 	Banking & Financial services	ep2	Software Solutions	"Consulting;#_ Methodology;#__ Requirements Engineering;#Development;#_ Software solutions;#__ Bespoke Solutions"	Web Services		"ASP .NET;#C#;#Windows;#Visual Studio .NET"	17.05.2005		hun/wwi	pn_337_d_ep2_id_vergabe_web.pdf	3573A-06-0505	Feer, Michael	02.09.2010 10:02	Item	services/bd/pn/Project Notes published
334	.NET GUI Control Entwicklung	Hörgeräte werden dem menschlichen Gehör durch eine PC-basierte Software optimal angepasst. Die Phonak spezifischen GUI-Controls werden in Zusammenarbeit mit Zühlke termingerecht umgesetzt.	Medical & Laboratory Devices	Phonak	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support"	.NET		"C#;#RUP;#Windows;#Visual Studio .NET"	23.05.2005		hop	pn_334_d_gui_control_web.pdf	3555.02	Feer, Michael	02.09.2010 10:02	Item	services/bd/pn/Project Notes published
333	.NET Architektur- Unterstützung	Der Kunde - ein führendes Unternehmen für Hörgeräte - kann mit Hilfe der Zühlke .NET-Experten die Qualität einer neuen Software für die individuelle Anpassung von Hörgeräten verbessern. Die neue Plattform ist extrem flexibel.	Medical & Laboratory Devices	Phonak	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support"	.NET		"C#;#RUP;#Windows;#XML;#Visual Studio .NET"	23.05.2005		hop	pn_333_d_dotnet_architektur_unterstuetzung_web.pdf	3555.01	Feer, Michael	02.09.2010 10:02	Item	services/bd/pn/Project Notes published
